,title,product_description,rating,reviews_count,product_details,total_price,product_specifications,product_category,1_star,2_stars,3_stars,4_stars,5_stars,negative_reviews
127,Apple iPhone 14 Pro Max 256GB Space Black,"[""Up to 3x better low-light photos on the Ultra Wide camera"",""Up to 2x better low-light photos on the Main camera"",""Up to 2x better low-light photos on the Telephoto camera""]",4.7,19788,The Apple iPhone 14 Pro Max 256GB in black is the perfect smartphone for video and photography enthusiasts. It takes stunning videos & photos with a powerful pro camera system featuring main and front TrueDepth cameras. It is designed with privacy and security in mind with crash detection and emergency SOS via satellite functions. The iPhone 14 Pro includes the A16 Bionic chip with 6-core GPU.,1259.0,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2894""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""3.1 in""}]",iPhone,833,231,591,1556,16577,1064
128,Apple iPhone XR - White - 64 GB - AT&T,"[""Advanced LCD"",""Exceptional materials"",""Aerospace-grade aluminum bands"",""Advanced Face ID"",""Breakthrough camera system"",""Enhanced bokeh effect""]",4.6,63721,"iPhone Xr features the most advanced LCD in a smartphonea 6.1-inch Liquid Retina display with industry-leading color accuracy and an innovative backlight design that allows the screen to stretch into the corners.1 Six stunning new finishes. Advanced Face ID lets you securely unlock your iPhone, log in to apps, and pay with just a glance. The A12 Bionic chip with next-generation Neural Engine uses real-time machine learning to transform the way you experience photos, gaming, augmented reality, and more. A breakthrough 12MP camera system with Portrait mode, Portrait Lighting, enhanced bokeh, and all-new Depth Control. Water resistance.2 And iOS 12the most advanced mobile operating system in the worldwith powerful new tools that make iPhone more personal than ever.",153.7,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A1984""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""3 in""}]",iPhone,2976,1177,2375,7882,49311,4153
129,Apple iPhone 14 256GB Starlight,"[""Our longest battery life ever"",""Emergency SOS via satellite"",""A huge leap in low-light photos"",""Big and bigger""]",4.6,25386,"The Apple iPhone 14 renders much of what makes the iPhone the iPhone even better. It has an advanced new camera system, the best performance and battery life an iPhone has ever had, impressive stereo speakers, the brightest iPhone display with even more colors, splash water protection, and it looks great as it is. With the new 12-megapixel dual-camera camera, Apple offers the most advanced camera ever installed in an iPhone. The FaceTime camera also moves into the position of the best selfie and FaceTime camera of all time for 12 megapixel iPhones. The new wide-angle camera captures 47% more light for even better photos and videos. The latest Retina XDR display supports the usual features, including HDR, and is now even brighter and with the wide P3 color gamut. The powerful Apple A15 Bionic chip in the iPhone 14 offers up to 50% more performance than the competition and is also much more efficient for increasing battery life. The headset is now a full-fledged speaker and thus offers the possibility of true stereo sound in landscape mode. In terms of connectivity, the iPhone 14 is still unchallenged: it offers exhilarating speeds in any network via 5G, LTE and with the current Bluetooth 5.3 and WLAN standards.",1060.0,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2882""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""2.8 in""}]",iPhone,1394,384,795,2412,20401,1778
130,"(Unlocked, 64GB) Apple iPhone x | Silver","[""Earphones with 3.5 mm headphone plug"",""Lightning to USB cable"",""USB power adapter"",""Sim card tray eject/open pin"",""Screen protector""]",4.4,39014,The iPhone X. So what you have not seen. And it is not something like you.The iPhone X has a all-screen design with 5.8 Super Retina HD display with HDR and true tones. It is from the most stable glass built ever in a smartphone with a more stable frame made of stainless steel with a surgical quality. It can charge wirelessly. It is against water and dust-proof. Has a 12 megapixel dual camera with dual optical image stabilization for great photos in low light. And a true depth camera for selfies with portrait mode and the new portrait light. Advanced face recognition unlocked iPhone X ensures with only a glance. It supports Augmented Reality experience in games and apps. With the iPhone X starts the next iPhone era.This text is machine translated.,177.23,"[{""specification_name"":""Screen Size"",""specification_value"":""5.8-Inch""},{""specification_name"":""Screen Type"",""specification_value"":""OLED""},{""specification_name"":""Storage"",""specification_value"":""64GB""},{""specification_name"":""Operating System"",""specification_value"":""iOS""},{""specification_name"":""T-Mobile Compatible"",""specification_value"":""yes""}]",iPhone,2423,888,1865,5000,28838,3311
131,Apple iPhone 15 Pro Max - 1 TB - Natural Titanium,Not Available,0.0,29371,"The first iPhone to feature an aerospace‐grade titanium design making these our lightest Pro models ever. Featuring the A17 Pro chip. A monster win for gaming. Mobile games will look and feel so immersive, with incredibly detailed environments and more realistic characters. With the iPhone 15 Pro camera, you have multiple focal lengths to work with. It’s like having seven pro lenses in your pocket, everywhere you go.",2283.49,"[{""specification_name"":""title"",""specification_value"":""Default Title""}]",iPhone,1919,350,705,1760,24637,2269
132,Apple iPhone 12 64gb Black,"[""6.1-inch Super Retina XDR display."",""Ceramic Shield, tougher than any smartphone glass."",""5G for superfast downloads and high-quality streaming."",""Advanced dual-camera system with 12MP Ultra Wide and Wide cameras.""]",4.5,50481,"A super-powerful chip. 5G speed. An advanced dual-camera system. A Ceramic Shield front that's tougher than any smartphone glass. And a bright, beautiful OLED display. iPhone 12 pushes everything forward with superfast 5G. A new dual-camera system. And a beautiful Super Retina XDR display, so you can see everything in vivid detail. 5G to download movies on the fly and stream high-quality video. Beautifully bright 6.1inch Super Retina XDR display, with ceramic shield with 4x better drop performance. Advanced dual-camera system with 12MP ultra wide and wide cameras, night mode, deep Fusion, smart HDR 3, and 4K Dolby Vision HDR recording.",676.99,"[{""specification_name"":""Warranty"",""specification_value"":""12 months Warranty""},{""specification_name"":""RAM"",""specification_value"":""4GB""},{""specification_name"":""Internal"",""specification_value"":""64GB""},{""specification_name"":""Launched in India"",""specification_value"":""Yes""},{""specification_name"":""Form factor"",""specification_value"":""Touchscreen""}]",iPhone,3364,1130,1841,6036,38110,4494
133,Apple iPhone 14 128GB Purple,"[""Our longest battery life ever"",""Emergency SOS via satellite"",""A huge leap in low-light photos"",""Big and bigger""]",4.6,25386,"Introducing the iPhone 14 Purple from Apple, a sleek and innovative device that combines cutting-edge technology with a vibrant design. This stunning smartphone boasts a striking purple color that is sure to turn heads and make a stylish statement. The iPhone 14 Purple is packed with advanced features and capabilities. Its powerful A-series chip ensures lightning-fast performance, allowing you to seamlessly navigate through apps, games, and multimedia. The stunning Super Retina XDR display delivers vibrant colors and sharp details, making every image and video come to life. Capture your precious moments with the iPhone 14 Purple's high-resolution camera system. Whether you're taking stunning portraits, breathtaking landscapes, or shooting 4K videos, the advanced camera technology guarantees exceptional clarity and depth. With the added Night mode, you can capture stunning photos even in low light conditions. This device also prioritizes your security and privacy. Face ID technology provides effortless and secure access to your phone, while protecting your personal information. And with the latest iOS, you can enjoy a seamless and intuitive user experience, along with access to a wide range of apps and services. Elevate your mobile experience with the iPhone 14 Purple from Apple. Its sleek design, powerful performance, and captivating display make it the perfect companion for your everyday needs.",1349.0,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A2882""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""2.8 in""}]",iPhone,1394,384,795,2412,20401,1778
134,"Apple Iphone 16 Pro Max, 256Gb - Black Titanium","[""150GB Extra Data"",""3 months free trial os Secure Net"",""Get up to 3 months of free Apple Music"",""Apple TV+""]",3.8,1816,"The iPhone 16 Pro Max combines a stunning titanium design with powerful features, including a robust 6.9-inch Super Retina XDR display and the latest-generation Ceramic Shield, making it twice as tough as any other smartphone glass. Equipped with the A18 Pro chip, it delivers exceptional performance, from advanced Camera Control that lets you effortlessly manage zoom and depth of field, to professional-grade video recording with 4K 120 fps Dolby Vision enabled by the 48MP Fusion camera. This model also boasts a significant leap in battery life with up to 33 hours of video playback and supports fast charging via USB-C or MagSafe. With iOS 18, you can personalise your Home Screen, easily find photos, and add animated effects in iMessage, while safety features like Crash Detection ensure you're protected.",1435.99,"[{""specification_name"":""Storage"",""specification_value"":""256GB""},{""specification_name"":""Model Variant"",""specification_value"":""Pro Max""},{""specification_name"":""Network"",""specification_value"":""-→""},{""specification_name"":""Phone Agreement"",""specification_value"":""SIM Free""},{""specification_name"":""Warranty"",""specification_value"":""1 year warranty""}]",iPhone,470,41,72,107,1126,511
135,Apple iPhone 16 Plus - 128 GB - White,"[""35 C Temperaturbereich bei Lagerung: -20"",""45 C Relative Luftfeuchtigkeit in Betrieb: 5"",""95% Höhe bei Betrieb: 0"",""3000 m Mitgelieferte Kabel: USB Typ-C auf USB Typ-C Enthält nicht: Arsen, BFR, Quecksilber, PVC""]",4.2,188,"The iPhone 16 Plus introduces Camera Control with a 48MP Fusion camera, available in five vibrant colours, all powered by the advanced A18 chip. Camera Control simplifies access to tools like zoom and depth of field, enabling effortless perfect shots. The enhanced Ultra Wide camera with autofocus allows for detailed macro photos and videos, while the 48MP Fusion camera ensures high-resolution images, and the 2x optical-quality Telephoto provides clear zoomed-in shots. The latest Photographic Styles offer creative flexibility, letting you personalise and reverse styles as desired. The A18 chip supports advanced photo and video features and console-level gaming with excellent power efficiency. Enjoy up to 27 hours of video playback, with fast charging via USB-C or MagSafe. The iPhone 16 Plus features a durable aerospace-grade aluminium design and a 6.7-inch Super Retina XDR display, protected by the latest-generation Ceramic Shield, which is twice as tough as other smartphone glass. The new Action Button provides quick access to features like the flashlight or Silent mode. With iOS 18, customise Home Screen icons, find photos quickly, and add animated effects in iMessage. Crash Detection enhances safety by detecting serious car crashes and calling for help if needed.",1467.69,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A3290""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Water-resistant, splash-resistant, dust-resistant""},{""specification_name"":""Width"",""specification_value"":""77.8 mm""}]",iPhone,24,7,4,15,138,31
137,Apple iPhone 16 Pro - 128 GB - Natural Titanium,"[""VITAL SAFETY FEATURES — With Crash Detection, iPhone can detect a serious car crash and call for help if you can't."",""– *Note: Physical damage not covered.""]",3.9,2112,"The iPhone 16 Pro 128GB in Deep Space features a sleek and elegant design, boasting a Super Retina XDR display for vibrant colors and incredible clarity.The advanced camera system offers impressive low-light photography and ProRAW capabilities for stunning, professional-quality images. It also supports 5G connectivity for ultra-fast downloads and streaming. The device is built for durability and enhanced battery life, making it perfect for everyday use. Plus, with iOS, enjoy a seamless user experience and access to a vast ecosystem of apps.",1290.98,"[{""specification_name"":""color"",""specification_value"":""Natural Titanium""},{""specification_name"":""size"",""specification_value"":""128GB""},{""specification_name"":""variant"",""specification_value"":""iPhone 16 Pro""}]",iPhone,392,75,121,194,1330,467
139,Apple iPhone 11 Pro Max (64GB) - Midnight Green,"[""Experience amazing picture quality with its retina XDR display"",""Capture your beautiful moments with its 12 MP rear camera"",""64 GB internal memory offers ample space to store your data""]",4.6,20002,"Experience the ultimate in smartphone technology with the Apple iPhone 11 Pro Max. This sleek and stylish device features a stunning 6.5-inch Super Retina XDR display, providing you with an immersive viewing experience like never before. With its powerful A13 Bionic chip, you can enjoy lightning-fast performance and seamless multitasking. Capture professional-quality photos and videos with the triple-camera system, including an ultra-wide lens and Night mode. Plus, with 64GB of storage, you'll have plenty of space to store all your favorite apps, photos, and videos. Choose the Matte Midnight Green color for a sophisticated and modern look. Stay connected and entertained with the Apple iPhone 11 Pro Max. This cutting-edge smartphone boasts a 6.5-inch Super Retina XDR display, delivering vibrant colors and sharp details. Powered by the A13 Bionic chip, it offers lightning-fast performance and efficient power management. Capture stunning photos and videos with the triple-camera system, which includes an ultra-wide lens for capturing more of the scene. The Night mode feature allows you to take clear and detailed photos even in low light conditions. With 64GB of storage, you'll have ample space for all your apps, games, and media. Choose the Matte Midnight Green color for a sleek and stylish look.",819.36,"[{""specification_name"":""Storage Capacity"",""specification_value"":""64 GB""},{""specification_name"":""Maximum Resolution"",""specification_value"":""2688 x 1242 pi""},{""specification_name"":""Operating System"",""specification_value"":""iOS 11""},{""specification_name"":""Water-Resistant"",""specification_value"":""Yes""},{""specification_name"":""Display Size"",""specification_value"":""6.5\""""}]",iPhone,856,352,598,1948,16248,1208
140,Apple - iPhone 13 Leather Case with MagSafe - Wisteria,"[""Leather Case with MagSafe is a Delightful way to give your iPhone Extra Protection while adding Style"",""Made from specially Tanned and Finished Leather"",""Compatible with Magsafe and QI Certified Charger"",""Magical Attach and Detach Experience,Leather Case with MagSafe is a Delightful way to give your iPhone Extra Protection while adding Style"",""Magical Attach and Detach Experience""]",4.7,602,"Overview Designed by Apple to complement iPhone 13, the Leather Case with MagSafe is a delightful way to give your iPhone extra protection while adding style. Made from specially tanned and finished leather, the outside feels soft to the touch and develops a natural patina over time. The case quickly snaps into place and fits snugly over your iPhone without adding bulk. With built-in magnets that align perfectly with iPhone 13, the case offers a magical attach and detach experience, every time. The perfectly aligned magnets make wireless charging faster and easier than ever before. And when it’s time to charge, just leave the case on your iPhone and snap on your MagSafe charger, or set it on your Qi-certified charger. Like every Apple-designed case, it undergoes thousands of hours of testing throughout the design and manufacturing process. So not only does it look great, it’s built to protect your iPhone from scratches and drops. This case is made with high-quality, supple leather to Apple Official iPhone 13 Case with MagSafe - Wisteria Apple, AppleiPhoneCases.",14.06,"[{""specification_name"":""Material"",""specification_value"":""Leather""},{""specification_name"":""Color"",""specification_value"":""Wisteria""},{""specification_name"":""Type"",""specification_value"":""Protective cover""},{""specification_name"":""Recommended Use"",""specification_value"":""For cell phone""},{""specification_name"":""Protection"",""specification_value"":""Drop protection, scratch protection""}]",iPhone,12,17,8,45,520,29
141,"Apple Iphone 16 Pro, 512Gb - Black Titanium","[""3 months free trial os Secure Net"",""An extra £50 when you trade in"",""Get up to 3 months of free Apple Music""]",3.9,1200,"New Apple iPhone 16 Pro. Camera Control gives you an easier way to quickly access camera tools and takes video capture to a whole new level with 4K 120 fps Dolby Vision, our highest resolution and frame rate combo yet. With 4 studio-quality mics and Audio Mix which lets you adjust the way voices sound in your videos using three different voice options, it's a Pro studio in your pocket. Plus iPhone 16 Pro adds a second 48Mp camera to the Pro camera system. The new 48Mp Ultra Wide camera has a more advanced quad-pixel sensor for super-high-resolution 48Mp ProRAW and Heif photos with autofocus. All-new A18 Pro chip powers unrivaled intelligence and unprecedented performance and a huge leap in battery life, up to 27 hours of video playback. iPhone 16 Pro features a Grade 5 titanium design with a new, refined microblasted finish. Internal substructure and back glass optimizations and design improvements that further dissipate heat enabling you to run high-intensity gaming for longer. iPhone 16 Pro is splash, water, and dust resistant and latest-generation Ceramic Shield material is two times tougher than any smartphone glass. Our thinnest borders yet, for even larger displays. Built for Apple Intelligence, the personal intelligence system that helps you write, express yourself, and get things done effortlessly while designed to protect your privacy at every step.",1579.99,"[{""specification_name"":""Storage"",""specification_value"":""512GB""},{""specification_name"":""Model Variant"",""specification_value"":""Pro""},{""specification_name"":""Network"",""specification_value"":""-→""},{""specification_name"":""Phone Agreement"",""specification_value"":""SIM Free""},{""specification_name"":""Warranty"",""specification_value"":""1 year warranty""}]",iPhone,242,36,58,101,763,278
142,"Apple Iphone 16 Pro Max, 512Gb - Natural Titanium","[""3 months free trial os Secure Net"",""An extra £50 when you trade in"",""Get up to 3 months of free Apple Music""]",3.8,1816,"The iPhone 16 Pro Max combines a stunning titanium design with powerful features, including a robust 6.9-inch Super Retina XDR display and the latest-generation Ceramic Shield, making it twice as tough as any other smartphone glass. Equipped with the A18 Pro chip, it delivers exceptional performance, from advanced Camera Control that lets you effortlessly manage zoom and depth of field, to professional-grade video recording with 4K 120 fps Dolby Vision enabled by the 48MP Fusion camera. This model also boasts a significant leap in battery life with up to 33 hours of video playback and supports fast charging via USB-C or MagSafe. With iOS 18, you can personalise your Home Screen, easily find photos, and add animated effects in iMessage, while safety features like Crash Detection ensure you're protected.",1689.99,"[{""specification_name"":""Storage"",""specification_value"":""512GB""},{""specification_name"":""Model Variant"",""specification_value"":""Pro Max""},{""specification_name"":""Network"",""specification_value"":""-→""},{""specification_name"":""Phone Agreement"",""specification_value"":""SIM Free""},{""specification_name"":""Warranty"",""specification_value"":""1 year warranty""}]",iPhone,470,41,72,107,1126,511
143,Pre-owned Apple iPhone 12 Mini - Carrier Unlocked - 64 GB Green (Good),"[""iPhone 12 Mini."",""Sharp display quality."",""Small but powerful."",""With the same A14 Bionic processor as its larger siblings, this phone is responsive and showcases raw power fast ahead of the entire pack."",""Excellent night vision."",""Distinct audio."",""Buy your Apple iPhone 12 Mini at Reebelo.""]",4.4,19782,"The Apple iPhone 12 mini-packs big features in a 5.4-inch design. 5G to download movies on the fly and stream high-quality video. A beautifully bright and compact Super Retina XDR display. Ceramic Shield with 4x better drop performance. Incredible low-light photography with Night mode on all cameras. Cinema-grade Dolby Vision HDR video recording, editing, and playback. Powerful A14 Bionic chip. And new MagSafe accessories for easy attach and faster wireless charging. Its big news for mini. It is in good condition with light scratches, scuffs, and minor blemishes.",227.21,"[{""specification_name"":""Processor Brand"",""specification_value"":""A14 Bionic""},{""specification_name"":""Display Technology"",""specification_value"":""Retina Display""},{""specification_name"":""Phone Feature"",""specification_value"":""Wireless Charging""},{""specification_name"":""Resolution"",""specification_value"":""1080 x 2340 pixels""},{""specification_name"":""Cell Phone Type"",""specification_value"":""Unlocked Cell Phones""}]",iPhone,1282,489,841,2635,14535,1771
145,Apple iPhone 15 Pro Max 1TB Blue Titanium,"[""Become a Super Recruiter and earn rewards"",""Double Data"",""Earn £5 when recommending a friend"",""Free EU Roaming"",""Free calls and texts to same network""]",0.0,29371,"Unveiling the iPhone 15 Pro Max, a testament to Apple's relentless pursuit of perfection. Powered by the lightning-fast A17 Pro Bionic chip, this device sets new standards for performance, ensuring effortless multitasking and responsiveness that redefines what's possible in a smartphone. Prepare to be amazed by the iPhone 15 Pro Max's camera system, delivering unparalleled photographic capabilities. With a pro-grade sensor and enhanced computational photography, it captures breathtaking 4K videos and stunning photos with astounding detail and clarity. With 5G capabilities, you'll experience lightning-fast connectivity, and Face ID ensures your device and data remain uncompromisingly secure. The iPhone 15 Pro Max isn't just a smartphone; it's a technological marvel, delivering innovation, productivity, and creativity in the palm of your hand.",3433.49,"[{""specification_name"":""Operating System"",""specification_value"":""iOS""},{""specification_name"":""IP rating"",""specification_value"":""IP68""},{""specification_name"":""Internal Memory"",""specification_value"":""1 TB""},{""specification_name"":""Angle"",""specification_value"":""120o""},{""specification_name"":""Speed"",""specification_value"":""120 Hz""}]",iPhone,1919,350,705,1760,24637,2269
146,Apple iPhone 8 Plus - 64 GB - Gold,"[""Earphones with 3.5 mm headphone plug"",""Lightning to USB cable"",""USB power adapter"",""Sim card tray eject/open pin"",""Screen protector""]",4.5,20498,"The iPhone 8 Plus comes with a 5.5 Super Retina HD display employing the first OLED screen that rises to the standards of iPhone with durable glass front and back and surgical-grade stainless steel, wireless charging and water and dust resistance. The cameras are calibrated for augmented reality, the new Portrait Lighting feature comes standard, and videos can be recorded in Ultra HD. It also takes advantage of modern technology, utilising wireless charging. All this is made possible by the A11 Bionic, the state-of-the-art technology with a neural engine, faster CPU and adaptive recognition.",400.21,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A1897""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""78.1 mm""}]",iPhone,1269,420,763,2671,15375,1689
147,Apple iPhone 15 128GB Yellow,"[""1GB Extra Data"",""Become a Super Recruiter and earn rewards"",""Earn £5 when recommending a friend"",""Free EU Roaming"",""Free calls and texts to same network""]",4.6,18154,"The Apple iPhone 15 128GB Yellow is a compact smartphone with very good cameras. With the 48-megapixel camera, you can take photos where the smallest details are visible. The quality stays good when you zoom in. To really zoom in without loss of quality, you need the telephoto lens of the iPhone 15 Pro. You can easily multitask thanks to the Dynamic Island at the top of your screen. Here you can pause your music or read a message without having to open the app. This device only has 128GB of storage. This means that you regularly have to delete apps and photos to make space. Choose the 256GB if you download often and take lot of photos. This iPhone has a USB-C port, so old Lightning accessories like your charger won't fit anymore.",758.49,"[{""specification_name"":""Capacity"",""specification_value"":""512 GB capacity""},{""specification_name"":""Screen size"",""specification_value"":""6.7 inches""},{""specification_name"":""Battery Type"",""specification_value"":""Lithium-ion battery""},{""specification_name"":""App Store"",""specification_value"":""Apple App Store""},{""specification_name"":""the weight"",""specification_value"":""‎201‎.00‎ g (‎7‎.10‎ oz)‎""}]",iPhone,1003,213,516,1332,15090,1216
148,Apple iPhone 16 Pro - 256 GB - Black Titanium,"[""Built for Apple Intelligence - personal, private, powerful"",""Fast and fluid Camera Control"",""A Pro studio in your pocket with 4K 120 fps Dolby Vision and 4 studio-quality mics"",""Extra-thin borders for even larger display"",""A18 Pro chip powers unrivaled intelligence and unprecedented performance"",""A huge leap in battery life""]",3.9,1200,"New Apple iPhone 16 Pro. Camera Control gives you an easier way to quickly access camera tools and takes video capture to a whole new level with 4K 120 fps Dolby Vision, our highest resolution and frame rate combo yet. With 4 studio-quality mics and Audio Mix which lets you adjust the way voices sound in your videos using three different voice options, it's a Pro studio in your pocket. Plus iPhone 16 Pro adds a second 48Mp camera to the Pro camera system. The new 48Mp Ultra Wide camera has a more advanced quad-pixel sensor for super-high-resolution 48Mp ProRAW and Heif photos with autofocus. All-new A18 Pro chip powers unrivaled intelligence and unprecedented performance and a huge leap in battery life, up to 27 hours of video playback. iPhone 16 Pro features a Grade 5 titanium design with a new, refined microblasted finish. Internal substructure and back glass optimizations and design improvements that further dissipate heat enabling you to run high-intensity gaming for longer. iPhone 16 Pro is splash, water, and dust resistant and latest-generation Ceramic Shield material is two times tougher than any smartphone glass. Our thinnest borders yet, for even larger displays. Built for Apple Intelligence, the personal intelligence system that helps you write, express yourself, and get things done effortlessly while designed to protect your privacy at every step.",1247.62,"[{""specification_name"":""Product Type"",""specification_value"":""Smartphone""},{""specification_name"":""Manufacturer Model Number"",""specification_value"":""A3287""},{""specification_name"":""Form Factor"",""specification_value"":""Touch""},{""specification_name"":""Protection"",""specification_value"":""Dustproof, splashproof, waterproof""},{""specification_name"":""Width"",""specification_value"":""71.5 mm""}]",iPhone,242,36,58,101,763,278
151,"Apple iPhone 14 Pro Max, 256GB, Deep Purple - Unlocked (Renewed)",Not Available,4.6,18920,"6.7-inch Super Retina Xdr Display Featuring Always-on And Promotion.dynamic Island, A Magical New Way To Interact With Iphone.48mp Main Camera For Up To 4x Greater Resolution. Cinematic Mode Now In 4k Dolby Vision Up To 30 Fps.action Mode For Smooth, Steady, Handheld Videos And A Vital Safety Feature - Crash Detection.a16 Bionic, The Ultimate Smartphone Chip. Superfast 5g Cellular.",809.99,"[{""specification_name"":""Display"",""specification_value"":""OLED""},{""specification_name"":""Resolution"",""specification_value"":""2796 x 1290""},{""specification_name"":""Refresh Rate"",""specification_value"":""120 Hz""}]",iPhone,827,232,577,1560,15724,1059
152,Apple iPhone 15 Plus - 128 GB - Pink,Not Available,4.6,6563,"Experience the dynamic companion that's the iPhone 15 Plus. While you're at work, Dynamic Island keeps you connected by quickly bubbling up alerts. Its dependable construction, including integrated glass and aerospace-grade aluminium, makes it resistant to water and dust. Utilise the 48 MP Main Camera to capture life with clarity in any shot. It excels at computational photography and other tasks while conserving battery life due to to the A16 Bionic Processor. In addition, it supports USB-C, which simplifies your charging requirements. With the iPhone 15 Plus, you have creativity at your fingertips and up your tech game. Cable clutter, say goodbye with convenience.",929.75,"[{""specification_name"":""RAM"",""specification_value"":""‎128 GB""},{""specification_name"":""Product Dimensions"",""specification_value"":""‎0.78 x 7.78 x 16.09 cm; 201 Grams""},{""specification_name"":""Batteries"",""specification_value"":""‎1 Lithium Ion batteries required. (included)""},{""specification_name"":""Wireless communication technologies"",""specification_value"":""‎Bluetooth, Wi-Fi""},{""specification_name"":""Connectivity technologies"",""specification_value"":""‎Wi‐Fi 6 (802.11ax) with 2×2 MIMO;Bluetooth 5.3""}]",iPhone,354,77,146,407,5579,431
153,Apple - iPhone 15 Pro Max FineWoven Case with MagSafe - Evergreen,"[""Type: Case"",""Color: Evergreen"",""Compatible Products: iPhone 15 Pro Max""]",4.3,1231,"FineWoven Fabric Cover with MagSafe for iPhone 15 Pro Max - Leaf Green The FineWoven fabric cover with MagSafe was designed by Apple as a nice addition to the stylish protection of the iPhone 15 Pro Max. It is made of durable microtwill and feels like soft suede. FineWoven material is designed with the planet in mind - it contains more than 68% post-consumer recycled material. Compared to leather, its production accounts for significantly less carbon emissions. The cover easily snaps onto the iPhone and hugs it tightly without adding bulk. Thanks to integrated magnets that perfectly align with iPhone 15 Pro Max, clip-in feels magical every time and wireless charging is faster. When you need to charge the iPhone, just clip the MagSafe charger to it with the cover in place or place it on the Qi charger. Every Apple casehas undergone thousands of hours of testing during design and manufacturing. That why it not only looks good, but mainly protects the iPhone in the event of a fall and scratches. This iPhone cover is high quality and durable. FineWoven material may show signs of wear over time as its fibers are subjected to pressure during normal use. Some scratches may diminish over time. Connecting MagSafe accessories creates tiny footprints. These phenomena do not occur with a silicone or transparent cover on the iPhone 15 Pro Max.",22.35,"[{""specification_name"":""Material"",""specification_value"":""FineWoven""},{""specification_name"":""Color"",""specification_value"":""Evergreen""},{""specification_name"":""Product Recycled Content"",""specification_value"":""68 % - made of post-consumer recycled content""},{""specification_name"":""Type"",""specification_value"":""Protective cover""},{""specification_name"":""Recommended Use"",""specification_value"":""For cell phone""}]",iPhone,124,41,47,130,889,165
154,Gear4 Milan Snap Apple iPhone 13,"[""13ft│4m Drop Protection: Milan Snap has been tested and proven to protect your phone from drops up to 13 feet (4 meters)."",""Integrated D3O: D3O is a pliable, flexible material that hardens on impact, dissipating shock and protecting your device."",""MagSafe Compatible: Milan Snap is compatible with the MagSafe charging system."",""Contains Recycled Plastics: Milan Snap is partly constructed from recycled plastics and contains post-consumer waste or post-industrial regrind.""]",3.9,46,"MagSafe compatible protective cover made of D3O Crystalex material, protects your device from falls from a height of up to 4 meters. The surface of the cover is enriched with an antimicrobial layer. D3O Crystalex material was used in the production of the cover. The cover is proud of the drop test, which declares the protection of the device when falling from a height of up to 4 meters. The material is formulated to resist yellowing and color transfer and remain crystal clear.",16.04,"[{""specification_name"":""Material"",""specification_value"":""D3O Crystalex""},{""specification_name"":""Color"",""specification_value"":""Rose""},{""specification_name"":""Type"",""specification_value"":""Protective cover""},{""specification_name"":""Recommended Use"",""specification_value"":""For cell phone""},{""specification_name"":""Protection"",""specification_value"":""Drop-resistant""}]",iPhone,5,4,6,6,25,9
